Row,Model,Metric,F1
17,loser,bleurt,0.4507923722267151
17,loser,meteor,0.0635039223010833
17,loser,rouge,0.23008849557522124
17,loser,verbatim,0.0
18,winner,bleu,0.0016605526159804425
18,winner,bleurt,0.4995969533920288
18,winner,meteor,0.1144733774710929
18,winner,rouge,0.2529411764705882
18,winner,verbatim,0.0
18,loser,bleu,7.590785422226204e-159
18,loser,bleurt,0.4750151038169861
18,loser,meteor,0.03939962476547842
18,loser,rouge,0.12962962962962962
18,loser,verbatim,0.0
19,winner,bleu,0.0016605526159804425
19,winner,bleurt,0.4995969533920288
19,winner,meteor,0.1144733774710929
19,winner,rouge,0.2529411764705882
19,winner,verbatim,0.0
19,loser,bleu,0.00027390832599788164
19,loser,bleurt,0.4507923722267151
19,loser,meteor,0.0635039223010833
19,loser,rouge,0.23008849557522124
19,loser,verbatim,0.0
20,winner,bleu,4.773418075284579e-235
20,winner,bleurt,0.3500537872314453
20,winner,meteor,0.028880866425992777
20,winner,rouge,0.09142857142857144
20,winner,verbatim,0.0
20,loser,bleu,5.52170877325183e-157
20,loser,bleurt,0.37984275817871094
20,loser,meteor,0.07473608232814354
20,loser,rouge,0.2076502732240437
20,loser,verbatim,0.0
21,winner,bleu,5.52170877325183e-157
21,winner,bleurt,0.37984275817871094
21,winner,meteor,0.07473608232814354
21,winner,rouge,0.2076502732240437
21,winner,verbatim,0.0
21,loser,bleu,1.1530783293095375e-158
21,loser,bleurt,0.40016305446624756
21,loser,meteor,0.026878612716763003
21,loser,rouge,0.08092485549132948
21,loser,verbatim,0.0
22,winner,bleu,1.1530783293095375e-158
22,winner,bleurt,0.40016305446624756
22,winner,meteor,0.026878612716763003
22,winner,rouge,0.08092485549132948
22,winner,verbatim,0.0
22,loser,bleu,1.7659296993826177e-160
22,loser,bleurt,0.37376976013183594
22,loser,meteor,0.02175489485134155
22,loser,rouge,0.07142857142857142
22,loser,verbatim,0.0
23,winner,bleu,4.773418075284579e-235
23,winner,bleurt,0.3500537872314453
23,winner,meteor,0.028880866425992777
23,winner,rouge,0.09142857142857144
23,winner,verbatim,0.0
23,loser,bleu,1.7659296993826177e-160
23,loser,bleurt,0.37376976013183594
23,loser,meteor,0.02175489485134155
23,loser,rouge,0.07142857142857142
23,loser,verbatim,0.0
24,winner,bleu,1.1024726297601324e-156
24,winner,bleurt,0.3921060860157013
24,winner,meteor,0.05270092226613965
24,winner,rouge,0.17647058823529413
24,winner,verbatim,0.0
24,loser,bleu,0.008300978746901295
24,loser,bleurt,0.41916775703430176
24,loser,meteor,0.12148353030313647
24,loser,rouge,0.2844036697247706
24,loser,verbatim,0.0
25,winner,bleu,1.1024726297601324e-156
25,winner,bleurt,0.3921060860157013
25,winner,meteor,0.05270092226613965
25,winner,rouge,0.17647058823529413
25,winner,verbatim,0.0
25,loser,bleu,4.890192858702585e-255
25,loser,bleurt,0.38737574219703674
25,loser,meteor,0.003360215053763441
25,loser,rouge,0.034482758620689655
25,loser,verbatim,0.0
26,winner,bleu,0.008300978746901295
26,winner,bleurt,0.41916775703430176
26,winner,meteor,0.12148353030313647
26,winner,rouge,0.2844036697247706
26,winner,verbatim,0.0
26,loser,bleu,2.1880964301958246e-80
26,loser,bleurt,0.37148910760879517
26,loser,meteor,0.07032799074686055
26,loser,rouge,0.2277227722772277
26,loser,verbatim,0.0
27,winner,bleu,2.1880964301958246e-80
27,winner,bleurt,0.37148910760879517
27,winner,meteor,0.07032799074686055
27,winner,rouge,0.2277227722772277
27,winner,verbatim,0.0
27,loser,bleu,4.890192858702585e-255
27,loser,bleurt,0.38737574219703674
27,loser,meteor,0.003360215053763441
27,loser,rouge,0.034482758620689655
27,loser,verbatim,0.0
28,winner,bleu,2.482548644183261e-158
28,winner,bleurt,0.45970088243484497
28,winner,meteor,0.05099177251694769
28,winner,rouge,0.16724738675958187
28,winner,verbatim,0.0
28,loser,bleu,1.3194982160100925e-159
28,loser,bleurt,0.41679447889328003
28,loser,meteor,0.03278688524590164
28,loser,rouge,0.1142857142857143
28,loser,verbatim,0.0
29,winner,bleu,3.501517438779954e-157
29,winner,bleurt,0.4412093758583069
29,winner,meteor,0.07899971953982532
29,winner,rouge,0.17627118644067796
29,winner,verbatim,0.0
29,loser,bleu,3.076413036654052e-82
29,loser,bleurt,0.44015640020370483
29,loser,meteor,0.04238601579754346
29,loser,rouge,0.10714285714285714
29,loser,verbatim,0.0
30,winner,bleu,3.501517438779954e-157
30,winner,bleurt,0.4412093758583069
30,winner,meteor,0.07899971953982532
30,winner,rouge,0.17627118644067796
30,winner,verbatim,0.0
30,loser,bleu,1.3194982160100925e-159
30,loser,bleurt,0.41679447889328003
30,loser,meteor,0.03278688524590164
30,loser,rouge,0.1142857142857143
30,loser,verbatim,0.0
31,winner,bleu,2.482548644183261e-158
31,winner,bleurt,0.45970088243484497
31,winner,meteor,0.05099177251694769
31,winner,rouge,0.16724738675958187
31,winner,verbatim,0.0
31,loser,bleu,3.076413036654052e-82
31,loser,bleurt,0.44015640020370483
31,loser,meteor,0.04238601579754346
31,loser,rouge,0.10714285714285714
31,loser,verbatim,0.0
32,winner,bleu,6.44802155756602e-160
32,winner,bleurt,0.4868619441986084
32,winner,meteor,0.032994923857868015
32,winner,rouge,0.1317829457364341
32,winner,verbatim,0.0
32,loser,bleu,1.086628080360318e-161
32,loser,bleurt,0.4519849419593811
32,loser,meteor,0.03493269885575444
32,loser,rouge,0.09523809523809523
32,loser,verbatim,0.0
33,winner,bleu,2.873430164608334e-160
33,winner,bleurt,0.46196407079696655
33,winner,meteor,0.02793296089385475
33,winner,rouge,0.12451361867704279
33,winner,verbatim,0.0
33,loser,bleu,1.086628080360318e-161
33,loser,bleurt,0.4519849419593811
33,loser,meteor,0.03493269885575444
33,loser,rouge,0.09523809523809523
33,loser,verbatim,0.0
34,winner,bleu,0.0005626660366590269
34,winner,bleurt,0.46333593130111694
34,winner,meteor,0.08579253297563155
34,winner,rouge,0.19494584837545129
34,winner,verbatim,0.0
34,loser,bleu,2.873430164608334e-160
34,loser,bleurt,0.46196407079696655
34,loser,meteor,0.02793296089385475
34,loser,rouge,0.12451361867704279
34,loser,verbatim,0.0
35,winner,bleu,0.0005626660366590269
35,winner,bleurt,0.46333593130111694
35,winner,meteor,0.08579253297563155
35,winner,rouge,0.19494584837545129
35,winner,verbatim,0.0
35,loser,bleu,6.44802155756602e-160
35,loser,bleurt,0.4868619441986084
35,loser,meteor,0.032994923857868015
35,loser,rouge,0.1317829457364341
35,loser,verbatim,0.0
36,winner,bleu,8.785690972268377e-07
36,winner,bleurt,0.4298928380012512
36,winner,meteor,0.038884306438785855
36,winner,rouge,0.11518324607329843
36,winner,verbatim,0.0
36,loser,bleu,5.803617857515783e-05
36,loser,bleurt,0.4293760061264038
36,loser,meteor,0.05455106019015792
36,loser,rouge,0.163265306122449
36,loser,verbatim,0.0
37,winner,bleu,0.000461458405363716
37,winner,bleurt,0.43742603063583374
37,winner,meteor,0.06143081989762851
37,winner,rouge,0.22332506203473942
37,winner,verbatim,0.0
37,loser,bleu,1.0681965248074114e-159
37,loser,bleurt,0.4327319860458374
37,loser,meteor,0.03420195439739414
37,loser,rouge,0.13506493506493505
37,loser,verbatim,0.0
38,winner,bleu,5.803617857515783e-05
38,winner,bleurt,0.4293760061264038
38,winner,meteor,0.05455106019015792
38,winner,rouge,0.163265306122449
38,winner,verbatim,0.0
38,loser,bleu,1.0681965248074114e-159
38,loser,bleurt,0.4327319860458374
38,loser,meteor,0.03420195439739414
38,loser,rouge,0.13506493506493505
38,loser,verbatim,0.0
39,winner,bleu,8.785690972268377e-07
39,winner,bleurt,0.4298928380012512
39,winner,meteor,0.038884306438785855
39,winner,rouge,0.11518324607329843
39,winner,verbatim,0.0
39,loser,bleu,0.000461458405363716
39,loser,bleurt,0.43742603063583374
39,loser,meteor,0.06143081989762851
39,loser,rouge,0.22332506203473942
39,loser,verbatim,0.0
40,winner,bleu,8.049501620713665e-235
40,winner,bleurt,0.31153440475463867
40,winner,meteor,0.04998462588401166
40,winner,rouge,0.14285714285714285
40,winner,verbatim,0.0
40,loser,bleu,0.0002599540133154382
40,loser,bleurt,0.3169555068016052
40,loser,meteor,0.09670611902325285
40,loser,rouge,0.19191919191919193
40,loser,verbatim,0.0
41,winner,bleu,7.781292959820255e-158
41,winner,bleurt,0.3039880394935608
41,winner,meteor,0.03164556962025317
41,winner,rouge,0.13999999999999999
41,winner,verbatim,0.0
41,loser,bleu,1.756068755637875e-92
41,loser,bleurt,0.2731470465660095
41,loser,meteor,0.020206466069142125
41,loser,rouge,0.05524861878453039
41,loser,verbatim,0.0
42,winner,bleu,8.049501620713665e-235
42,winner,bleurt,0.31153440475463867
42,winner,meteor,0.04998462588401166
42,winner,rouge,0.14285714285714285
42,winner,verbatim,0.0
42,loser,bleu,1.756068755637875e-92
42,loser,bleurt,0.2731470465660095
42,loser,meteor,0.020206466069142125
42,loser,rouge,0.05524861878453039
42,loser,verbatim,0.0
43,winner,bleu,7.781292959820255e-158
43,winner,bleurt,0.3039880394935608
43,winner,meteor,0.03164556962025317
43,winner,rouge,0.13999999999999999
43,winner,verbatim,0.0
43,loser,bleu,0.0002599540133154382
43,loser,bleurt,0.3169555068016052
43,loser,meteor,0.09670611902325285
43,loser,rouge,0.19191919191919193
43,loser,verbatim,0.0
44,winner,bleu,1.8352889562890828e-06
44,winner,bleurt,0.42916393280029297
44,winner,meteor,0.047845196008517055
44,winner,rouge,0.1314878892733564
44,winner,verbatim,0.0
44,loser,bleu,0.000657403143954481
44,loser,bleurt,0.42108744382858276
44,loser,meteor,0.06891111054710962
44,loser,rouge,0.22653721682847897
44,loser,verbatim,0.0
45,winner,bleu,0.004206993025588406
45,winner,bleurt,0.4522138833999634
45,winner,meteor,0.0865785094796289
45,winner,rouge,0.2682926829268293
45,winner,verbatim,0.0
45,loser,bleu,4.716018104065514e-85
45,loser,bleurt,0.41651588678359985
45,loser,meteor,0.02462043496101764
45,loser,rouge,0.0909090909090909
45,loser,verbatim,0.0
46,winner,bleu,1.8352889562890828e-06
46,winner,bleurt,0.42916393280029297
46,winner,meteor,0.047845196008517055
46,winner,rouge,0.1314878892733564
46,winner,verbatim,0.0
46,loser,bleu,4.716018104065514e-85
46,loser,bleurt,0.41651588678359985
46,loser,meteor,0.02462043496101764
46,loser,rouge,0.0909090909090909
46,loser,verbatim,0.0
47,winner,bleu,0.004206993025588406
47,winner,bleurt,0.4522138833999634
47,winner,meteor,0.0865785094796289
47,winner,rouge,0.2682926829268293
47,winner,verbatim,0.0
47,loser,bleu,0.000657403143954481
47,loser,bleurt,0.42108744382858276
47,loser,meteor,0.06891111054710962
47,loser,rouge,0.22653721682847897
47,loser,verbatim,0.0
48,winner,bleu,2.539683230146367e-05
48,winner,bleurt,0.4531891942024231
48,winner,meteor,0.06478825455407083
48,winner,rouge,0.17123287671232876
48,winner,verbatim,0.0
48,loser,bleu,2.6710912708866337e-176
48,loser,bleurt,0.4131971001625061
48,loser,meteor,0.0065731814198071855
48,loser,rouge,0.022388059701492536
48,loser,verbatim,0.0
49,winner,bleu,2.4934988529861142e-80
49,winner,bleurt,0.4630027413368225
49,winner,meteor,0.08546116215248777
49,winner,rouge,0.23794212218649516
49,winner,verbatim,0.0
49,loser,bleu,1.0054272973563754e-81
49,loser,bleurt,0.4312549829483032
49,loser,meteor,0.06473201474977044
49,loser,rouge,0.14432989690721648
49,loser,verbatim,0.0
50,winner,bleu,2.4934988529861142e-80
50,winner,bleurt,0.4630027413368225
50,winner,meteor,0.08546116215248777
50,winner,rouge,0.23794212218649516
50,winner,verbatim,0.0
50,loser,bleu,2.6710912708866337e-176
50,loser,bleurt,0.4131971001625061
50,loser,meteor,0.0065731814198071855
50,loser,rouge,0.022388059701492536
50,loser,verbatim,0.0
51,winner,bleu,2.539683230146367e-05
51,winner,bleurt,0.4531891942024231
51,winner,meteor,0.06478825455407083
51,winner,rouge,0.17123287671232876
51,winner,verbatim,0.0
51,loser,bleu,1.0054272973563754e-81
51,loser,bleurt,0.4312549829483032
51,loser,meteor,0.06473201474977044
51,loser,rouge,0.14432989690721648
51,loser,verbatim,0.0
52,winner,bleu,4.509114128766536e-05
52,winner,bleurt,0.4118099808692932
52,winner,meteor,0.08318057495344505
52,winner,rouge,0.1826923076923077
52,winner,verbatim,0.0
52,loser,bleu,4.040708374582717e-83
52,loser,bleurt,0.3860306143760681
52,loser,meteor,0.04591457512272696
52,loser,rouge,0.12871287128712872
52,loser,verbatim,0.0
53,winner,bleu,0.0077253155833324864
53,winner,bleurt,0.4251691699028015
53,winner,meteor,0.12712250519813448
53,winner,rouge,0.2869565217391304
53,winner,verbatim,0.0
53,loser,bleu,4.040708374582717e-83
53,loser,bleurt,0.3860306143760681
53,loser,meteor,0.04591457512272696
53,loser,rouge,0.12871287128712872
53,loser,verbatim,0.0
54,winner,bleu,2.7110101868877386e-160
54,winner,bleurt,0.3901912271976471
54,winner,meteor,0.03312772415940224
54,winner,rouge,0.09950248756218906
54,winner,verbatim,0.0
54,loser,bleu,4.509114128766536e-05
54,loser,bleurt,0.4118099808692932
54,loser,meteor,0.08318057495344505
54,loser,rouge,0.1826923076923077
54,loser,verbatim,0.0
55,winner,bleu,2.7110101868877386e-160
55,winner,bleurt,0.3901912271976471
55,winner,meteor,0.03312772415940224
55,winner,rouge,0.09950248756218906
55,winner,verbatim,0.0
55,loser,bleu,0.0077253155833324864
55,loser,bleurt,0.4251691699028015
55,loser,meteor,0.12712250519813448
55,loser,rouge,0.2869565217391304
55,loser,verbatim,0.0
56,winner,bleu,3.8860758189427964e-160
56,winner,bleurt,0.37591424584388733
56,winner,meteor,0.02907971262401642
56,winner,rouge,0.10869565217391304
56,winner,verbatim,0.0
56,loser,bleu,1.548554068999241e-82
56,loser,bleurt,0.3458000421524048
56,loser,meteor,0.04913850786216126
56,loser,rouge,0.13368983957219252
56,loser,verbatim,0.0
57,winner,bleu,3.8860758189427964e-160
57,winner,bleurt,0.37591424584388733
57,winner,meteor,0.02907971262401642
57,winner,rouge,0.10869565217391304
57,winner,verbatim,0.0
57,loser,bleu,3.246397069115173e-157
57,loser,bleurt,0.3619409203529358
57,loser,meteor,0.06988909696446392
57,loser,rouge,0.18829516539440203
57,loser,verbatim,0.0
58,winner,bleu,3.246397069115173e-157
58,winner,bleurt,0.3619409203529358
58,winner,meteor,0.06988909696446392
58,winner,rouge,0.18829516539440203
58,winner,verbatim,0.0
58,loser,bleu,1.0310825420397933e-05
58,loser,bleurt,0.37825536727905273
58,loser,meteor,0.0627352450554122
58,loser,rouge,0.13440860215053763
58,loser,verbatim,0.0
59,winner,bleu,1.0310825420397933e-05
59,winner,bleurt,0.37825536727905273
59,winner,meteor,0.0627352450554122
59,winner,rouge,0.13440860215053763
59,winner,verbatim,0.0
59,loser,bleu,1.548554068999241e-82
59,loser,bleurt,0.3458000421524048
59,loser,meteor,0.04913850786216126
59,loser,rouge,0.13368983957219252
59,loser,verbatim,0.0
60,winner,bleu,3.8860758189427964e-160
60,winner,bleurt,0.37591424584388733
60,winner,meteor,0.02907971262401642
60,winner,rouge,0.10869565217391304
60,winner,verbatim,0.0
60,loser,bleu,1.548554068999241e-82
60,loser,bleurt,0.3458000421524048
60,loser,meteor,0.04913850786216126
60,loser,rouge,0.13368983957219252
60,loser,verbatim,0.0
61,winner,bleu,3.8860758189427964e-160
61,winner,bleurt,0.37591424584388733
61,winner,meteor,0.02907971262401642
61,winner,rouge,0.10869565217391304
61,winner,verbatim,0.0
61,loser,bleu,3.246397069115173e-157
61,loser,bleurt,0.3619409203529358
61,loser,meteor,0.06988909696446392
61,loser,rouge,0.18829516539440203
61,loser,verbatim,0.0
62,winner,bleu,1.0310825420397933e-05
62,winner,bleurt,0.37825536727905273
62,winner,meteor,0.0627352450554122
62,winner,rouge,0.13440860215053763
62,winner,verbatim,0.0
62,loser,bleu,3.246397069115173e-157
62,loser,bleurt,0.3619409203529358
62,loser,meteor,0.06988909696446392
62,loser,rouge,0.18829516539440203
62,loser,verbatim,0.0
63,winner,bleu,1.0310825420397933e-05
63,winner,bleurt,0.37825536727905273
63,winner,meteor,0.0627352450554122
63,winner,rouge,0.13440860215053763
63,winner,verbatim,0.0
63,loser,bleu,1.548554068999241e-82
63,loser,bleurt,0.3458000421524048
63,loser,meteor,0.04913850786216126
63,loser,rouge,0.13368983957219252
63,loser,verbatim,0.0
64,winner,bleu,1.548554068999241e-82
64,winner,bleurt,0.3458000421524048
64,winner,meteor,0.04913850786216126
64,winner,rouge,0.13368983957219252
64,winner,verbatim,0.0
64,loser,bleu,3.8860758189427964e-160
64,loser,bleurt,0.37591424584388733
64,loser,meteor,0.02907971262401642
64,loser,rouge,0.10869565217391304
64,loser,verbatim,0.0
65,winner,bleu,3.246397069115173e-157
65,winner,bleurt,0.3619409203529358
65,winner,meteor,0.06988909696446392
65,winner,rouge,0.18829516539440203
65,winner,verbatim,0.0
65,loser,bleu,3.8860758189427964e-160
65,loser,bleurt,0.37591424584388733
65,loser,meteor,0.02907971262401642
65,loser,rouge,0.10869565217391304
65,loser,verbatim,0.0
66,winner,bleu,3.246397069115173e-157
66,winner,bleurt,0.3619409203529358
66,winner,meteor,0.06988909696446392
66,winner,rouge,0.18829516539440203
66,winner,verbatim,0.0
66,loser,bleu,1.0310825420397933e-05
66,loser,bleurt,0.37825536727905273
66,loser,meteor,0.0627352450554122
66,loser,rouge,0.13440860215053763
66,loser,verbatim,0.0
67,winner,bleu,1.0310825420397933e-05
67,winner,bleurt,0.37825536727905273
67,winner,meteor,0.0627352450554122
67,winner,rouge,0.13440860215053763
67,winner,verbatim,0.0
67,loser,bleu,1.548554068999241e-82
67,loser,bleurt,0.3458000421524048
67,loser,meteor,0.04913850786216126
67,loser,rouge,0.13368983957219252
67,loser,verbatim,0.0
68,winner,bleu,3.8860758189427964e-160
68,winner,bleurt,0.37591424584388733
68,winner,meteor,0.02907971262401642
68,winner,rouge,0.10869565217391304
68,winner,verbatim,0.0
68,loser,bleu,1.548554068999241e-82
68,loser,bleurt,0.3458000421524048
68,loser,meteor,0.04913850786216126
68,loser,rouge,0.13368983957219252
68,loser,verbatim,0.0
69,winner,bleu,3.246397069115173e-157
69,winner,bleurt,0.3619409203529358
69,winner,meteor,0.06988909696446392
69,winner,rouge,0.18829516539440203
69,winner,verbatim,0.0
69,loser,bleu,3.8860758189427964e-160
69,loser,bleurt,0.37591424584388733
69,loser,meteor,0.02907971262401642
69,loser,rouge,0.10869565217391304
69,loser,verbatim,0.0
70,winner,bleu,3.246397069115173e-157
70,winner,bleurt,0.3619409203529358
70,winner,meteor,0.06988909696446392
70,winner,rouge,0.18829516539440203
70,winner,verbatim,0.0
70,loser,bleu,1.0310825420397933e-05
70,loser,bleurt,0.37825536727905273
70,loser,meteor,0.0627352450554122
70,loser,rouge,0.13440860215053763
70,loser,verbatim,0.0
71,winner,bleu,1.548554068999241e-82
71,winner,bleurt,0.3458000421524048
71,winner,meteor,0.04913850786216126
71,winner,rouge,0.13368983957219252
71,winner,verbatim,0.0
71,loser,bleu,1.0310825420397933e-05
71,loser,bleurt,0.37825536727905273
71,loser,meteor,0.0627352450554122
71,loser,rouge,0.13440860215053763
71,loser,verbatim,0.0
72,winner,bleu,3.8860758189427964e-160
72,winner,bleurt,0.37591424584388733
72,winner,meteor,0.02907971262401642
72,winner,rouge,0.10869565217391304
72,winner,verbatim,0.0
72,loser,bleu,1.548554068999241e-82
72,loser,bleurt,0.3458000421524048
72,loser,meteor,0.04913850786216126
72,loser,rouge,0.13368983957219252
72,loser,verbatim,0.0
73,winner,bleu,3.8860758189427964e-160
73,winner,bleurt,0.37591424584388733
73,winner,meteor,0.02907971262401642
73,winner,rouge,0.10869565217391304
73,winner,verbatim,0.0
73,loser,bleu,3.246397069115173e-157
73,loser,bleurt,0.3619409203529358
73,loser,meteor,0.06988909696446392
73,loser,rouge,0.18829516539440203
73,loser,verbatim,0.0
74,winner,bleu,3.246397069115173e-157
74,winner,bleurt,0.3619409203529358
74,winner,meteor,0.06988909696446392
74,winner,rouge,0.18829516539440203
74,winner,verbatim,0.0
74,loser,bleu,1.0310825420397933e-05
74,loser,bleurt,0.37825536727905273
74,loser,meteor,0.0627352450554122
74,loser,rouge,0.13440860215053763
74,loser,verbatim,0.0
75,winner,bleu,1.0310825420397933e-05
75,winner,bleurt,0.37825536727905273
75,winner,meteor,0.0627352450554122
75,winner,rouge,0.13440860215053763
75,winner,verbatim,0.0
75,loser,bleu,1.548554068999241e-82
75,loser,bleurt,0.3458000421524048
75,loser,meteor,0.04913850786216126
75,loser,rouge,0.13368983957219252
75,loser,verbatim,0.0
76,winner,bleu,3.8860758189427964e-160
76,winner,bleurt,0.37591424584388733
76,winner,meteor,0.02907971262401642
76,winner,rouge,0.10869565217391304
76,winner,verbatim,0.0
76,loser,bleu,1.548554068999241e-82
76,loser,bleurt,0.3458000421524048
76,loser,meteor,0.04913850786216126
76,loser,rouge,0.13368983957219252
76,loser,verbatim,0.0
77,winner,bleu,3.246397069115173e-157
77,winner,bleurt,0.3619409203529358
77,winner,meteor,0.06988909696446392
77,winner,rouge,0.18829516539440203
77,winner,verbatim,0.0
77,loser,bleu,3.8860758189427964e-160
77,loser,bleurt,0.37591424584388733
77,loser,meteor,0.02907971262401642
77,loser,rouge,0.10869565217391304
77,loser,verbatim,0.0
78,winner,bleu,1.0310825420397933e-05
78,winner,bleurt,0.37825536727905273
78,winner,meteor,0.0627352450554122
